local date,local time,location,lat,lon,aqi,co,h,no2,o3,p,pm10,pm25,so2,t,w,wg
2020-05-05,23:00:00,"iperoil, Via Cipro, Balduina, Quartiere XIV Trionfale, Roma, Roma Capitale, 00165, Italia",41.9071831,12.4466876,25,0.1,48.8,10.1,22.8,1008.8,13.0,25.0,0.6,26.6,3.5,9.2
2020-05-05,23:00:00,"Farmacia, 5, Piazza Benedetto Cairoli, Rione VII Regola, Municipio Roma I, Roma, Roma Capitale, 00186, Italia",41.8932669,12.4753855,30,,48.8,10.6,19.9,1008.8,16.0,30.0,,26.6,3.5,9.2
2020-05-05,23:00:00,"Isidoro e Maria - Pizzeria Friggitoria, Viale Roma, La Pietrara, Le Muratelle, Guidonia Montecelio, Roma Capitale, 00010, Italia",41.9939694,12.7245045,30,,59.7,10.1,24.8,1010.6,11.0,30.0,0.3,23.6,5.0,11.2
2020-05-05,23:00:00,"Via Danimarca, Colle Laghetto, Guidonia Montecelio, Roma Capitale, 00012, Italia",41.9644063,12.6684397,34,,59.7,16.5,24.8,1010.6,18.0,34.0,0.3,23.6,5.0,11.2
2020-05-05,23:00:00,"Scuola di equitazione, Viale Alexander Dubcek, Quartiere II Parioli, Roma, Roma Capitale, 00199, Italia",41.9328321,12.5012473,38,0.1,48.8,13.8,20.4,1008.8,15.0,38.0,0.6,26.6,3.5,9.2
2020-05-05,23:00:00,"Libera Università Internazionale degli Studi Sociali (LUISS) Guido Carli, Via Panama, Municipio Roma II, Roma, Roma Capitale, 00197, Italia",41.9248746,12.4934413,30,0.1,48.8,3.2,24.0,1008.8,13.0,30.0,0.6,26.6,3.5,9.2
2020-05-05,23:00:00,"Via Latina, Colleferro Scalo, Colleferro, Roma Capitale, 00034, Italia",41.7272528,13.0037837,50,0.1,55.0,5.1,26.0,1011.9,20.0,50.0,0.2,21.6,5.0,12.0
2020-05-05,23:00:00,"Via Limosano, Municipio Roma IV, Zona VI Settecamini, Roma Capitale, 00115, Italia",41.9363397,12.6544146,30,,59.7,8.7,24.8,1010.6,13.0,30.0,0.3,23.6,5.0,11.2
2020-05-05,23:00:00,"Via Valentino Cigliutti, Municipio Roma XII, Roma, Roma Capitale, Italia",41.883706,12.3337009,38,0.1,48.8,6.0,26.4,1008.8,16.0,38.0,0.3,26.6,3.5,9.2
