local date,lat,lon,aqi,co,h,no2,o3,p,pm10,pm25,so2,t,w,wg
2020-04-26,41.9071831,12.446687599999999,25,0.1,58.5,3.2,22.8,1011.1,8.0,25.0,0.7,22.5,3.4,9.8
2020-04-26,41.96440629999999,12.6684397,21,,59.0,5.1,25.6,1013.2,9.0,21.0,0.3,20.0,3.0,8.0
2020-04-26,41.9248746,12.4934413,25,0.1,58.5,1.0,20.8,1011.1,8.0,25.0,0.7,22.5,3.4,9.8
2020-04-27,41.9248746,12.4934413,34,0.1,71.5,2.3,19.9,1011.0,10.0,34.0,0.2,20.8,8.0,16.5
2020-04-27,41.883706,12.3337009,42,0.1,71.5,4.2,22.4,1011.0,14.0,42.0,0.3,20.8,8.0,16.5
2020-04-27,41.9071831,12.446687599999999,30,0.1,71.5,6.4,21.2,1011.0,10.0,30.0,0.2,20.8,8.0,16.5
2020-04-27,41.8932669,12.4753855,34,,71.5,6.4,19.9,1011.0,9.0,34.0,,20.8,8.0,16.5
2020-04-27,41.9939694,12.7245045,34,,79.0,8.3,23.2,1012.7,12.0,34.0,0.5,17.7,6.0,16.0
2020-04-27,41.96440629999999,12.6684397,34,,79.7,9.6,23.2,1013.2,15.0,34.0,0.3,17.0,6.2,12.0
2020-04-27,41.9328321,12.501247300000001,46,0.1,71.5,10.6,19.1,1011.0,12.0,46.0,0.2,20.8,8.0,16.5
2020-04-27,41.7272528,13.0037837,57,0.1,96.0,4.2,26.0,1014.7,20.0,57.0,0.2,14.0,1.0,6.0
2020-04-27,41.936339700000005,12.654414599999999,34,,78.5,5.1,21.2,1012.7,11.0,34.0,0.5,17.7,6.5,14.5
2020-04-28,41.9071831,12.446687599999999,30,0.1,68.7,6.4,21.2,1009.6,10.0,30.0,0.2,20.2,4.0,12.7
2020-04-28,41.8932669,12.4753855,38,,68.7,6.0,19.9,1009.6,9.0,38.0,,20.2,4.0,12.7
2020-04-28,41.883706,12.3337009,38,0.1,68.7,3.2,22.4,1009.6,14.0,38.0,0.3,20.2,4.0,12.7
2020-04-28,41.9939694,12.7245045,34,,72.0,6.9,21.2,1011.2,12.0,34.0,0.5,18.8,3.5,7.5
2020-04-28,41.96440629999999,12.6684397,42,,72.0,9.2,21.2,1011.2,15.0,42.0,0.5,18.8,3.5,7.5
2020-04-28,41.9328321,12.501247300000001,34,0.1,68.7,9.2,19.1,1009.6,12.0,34.0,0.2,20.2,4.0,12.7
2020-04-28,41.9248746,12.4934413,25,0.1,68.7,2.3,19.9,1009.6,10.0,25.0,0.2,20.2,4.0,12.7
2020-04-28,41.7272528,13.0037837,38,0.1,79.0,3.2,26.0,1012.2,20.0,38.0,0.2,16.1,4.5,12.0
2020-04-28,41.936339700000005,12.654414599999999,42,,72.0,3.2,21.2,1011.2,11.0,42.0,0.5,18.8,3.5,7.5
2020-04-29,41.8932669,12.4753855,26,,51.4,4.2,25.6,1010.9,9.0,21.0,,20.3,3.0,7.6
2020-04-29,41.9939694,12.7245045,25,,68.3,6.9,23.6,1012.9,13.0,25.0,0.3,17.1,1.6,3.5
2020-04-29,41.883706,12.3337009,28,0.1,51.4,2.8,27.7,1010.9,19.0,25.0,0.2,20.3,3.0,7.6
2020-04-29,41.936339700000005,12.654414599999999,26,,58.3,3.7,25.6,1012.8,14.0,25.0,0.3,18.7,1.6,4.3
2020-04-29,41.7272528,13.0037837,30,0.1,59.0,2.8,26.0,1013.5,16.0,30.0,0.2,16.2,3.2,8.4
2020-04-29,41.9071831,12.446687599999999,26,0.1,51.4,5.5,26.0,1010.9,18.0,21.0,0.4,20.3,3.0,7.6
2020-04-29,41.9328321,12.501247300000001,27,0.1,51.4,7.8,26.9,1010.9,15.0,21.0,0.4,20.3,3.0,7.6
2020-04-29,41.96440629999999,12.6684397,30,,68.3,10.6,23.6,1012.9,21.0,30.0,0.3,17.1,1.6,3.5
2020-04-29,41.9248746,12.4934413,23,0.1,51.4,1.0,22.8,1010.9,15.0,21.0,0.4,20.3,3.0,7.6
2020-04-30,41.883706,12.3337009,,,,,,,,,,,,
2020-04-30,41.9071831,12.446687599999999,,,,,,,,,,,,
2020-04-30,41.936339700000005,12.654414599999999,34,,63.0,5.1,22.0,1011.8,14.0,34.0,0.3,21.1,4.0,8.0
2020-04-30,41.7272528,13.0037837,34,0.1,65.5,4.2,26.0,1013.0,13.0,34.0,0.2,18.6,4.7,13.5
2020-04-30,41.9248746,12.4934413,25,0.1,60.2,1.9,19.5,1010.1,12.0,25.0,0.4,23.1,5.0,11.5
2020-04-30,41.9328321,12.501247300000001,25,0.1,59.0,10.6,19.9,1010.0,12.0,25.0,0.3,23.3,5.5,14.7
2020-04-30,41.96440629999999,12.6684397,38,,63.0,9.6,25.6,1011.8,12.0,38.0,0.3,21.1,4.0,8.0
2020-04-30,41.9939694,12.7245045,30,,62.6,6.9,22.0,1011.8,11.0,30.0,0.3,21.4,4.0,8.6
2020-04-30,41.8932669,12.4753855,20,,60.2,7.4,19.5,1010.1,18.0,17.0,,23.1,5.0,11.5
2020-05-01,41.9328321,12.501247300000001,30,0.1,80.8,6.9,30.1,1006.8,11.0,25.0,0.2,18.8,0.7,4.3
2020-05-01,41.9248746,12.4934413,23,0.1,80.8,0.5,23.2,1006.8,12.0,21.0,0.2,18.8,0.7,4.3
2020-05-01,41.7272528,13.0037837,57,0.1,62.6,1.4,26.0,1010.2,20.0,57.0,0.2,20.0,4.3,13.0
2020-05-01,41.936339700000005,12.654414599999999,31,,65.0,1.0,30.9,1009.0,11.0,25.0,0.7,20.5,5.0,9.0
2020-05-01,41.9939694,12.7245045,17,,67.4,4.6,22.0,1009.2,11.0,17.0,0.7,20.6,3.6,8.2
2020-05-01,41.8932669,12.4753855,27,,80.8,1.9,27.3,1006.8,15.0,25.0,,18.8,0.7,4.3
2020-05-01,41.9071831,12.446687599999999,29,0.1,80.8,2.3,28.9,1006.8,12.0,17.0,0.2,18.8,0.7,4.3
2020-05-01,41.96440629999999,12.6684397,21,,67.4,4.6,22.0,1009.2,14.0,21.0,0.3,20.6,3.6,8.2
2020-05-01,41.883706,12.3337009,,,,,,,,,,,,
