local date,local time,city,lat,lon,aqi,h,p,pm10,pm25,so2,t,w,wg,co,no2,o3,dew
2020-03-17,23:00:00,"Aldo Mei, Beinasco, Piemonte, Italy",45.0305638,7.595251,87,59.8,1027.6,,87.0,,7.1,1.0,2.3,,,,
2020-03-17,23:00:00,"Marecchia, Emilia Romagna, Italy",44.064308167,12.552490234,82,69.0,1029.0,31.0,82.0,,12.5,2.0,,0.1,27.0,33.3,7.0
2020-03-17,23:00:00,"Villa ada, Roma, Lazio, Italy",41.9328321,12.5012473,68,45.5,1021.6,26.0,68.0,0.6,20.0,1.5,5.0,0.1,13.3,15.5,
2020-03-17,23:00:00,"Badia, Emilia Romagna, Italy",44.658226,10.289367,55,67.0,1029.2,18.0,55.0,,15.0,1.7,1.0,,14.7,37.8,
2020-03-16,23:00:00,"Tagliati, Emilia Romagna, Italy",44.670378,10.9623,34,51.5,1025.5,14.0,50.0,,12.5,3.0,4.5,,5.1,33.8,
2020-03-17,23:00:00,"Castelluccio, Emilia Romagna, Italy",44.14044,10.917166,31,58.0,1026.2,11.0,30.0,,10.5,6.0,14.0,,3.7,30.9,
2020-03-19,07:00:00,"Polla Area Tritovagliatore, Campania, Italy",40.470596,15.298722999999995,7,1.0,1022.8,9.0,24.0,1.8,0.5,803.0,803.0,7.3,19.0,,
2020-03-17,23:00:00,"Savignano Di Rigo, Emilia Romagna, Italy",43.927406,12.224794,35,63.0,1029.1,20.0,38.0,,11.1,1.0,5.0,,4.6,35.0,
2020-03-17,23:00:00,"Calusco , Lombardia, Italy",45.69043647,9.48426111,93,65.0,1026.7,31.0,93.0,1.1,10.9,2.7,8.5,0.1,19.2,35.4,
2020-03-16,23:00:00,"Capannori, Capannori, Italy",43.838363142651,10.573105456095,80,42.2,1024.8,29.0,80.0,0.1,20.5,3.8,11.0,,16.0,,
2020-03-19,07:00:00,"Avellino Scuola Alighieri, Avellino, Campania, Italy",40.91882,14.78553,5,57.0,1025.4,36.0,68.0,,13.3,1.0,4.0,4.6,17.0,,
2020-03-17,23:00:00,"Cremona Fatebenefratelli, Lombardia, Italy",45.14254358,10.04384767,89,79.1,1023.5,41.0,89.0,1.1,7.5,2.2,1.8,0.1,43.0,35.4,
2020-03-17,23:00:00,"Via Pitacco, Trieste, Friuli Venezia Giulia, Italy",45.62420762,13.78026035,55,6.0,1023.5,19.0,55.0,2.1,23.3,4.0,11.2,,,,
2020-03-17,23:00:00,"Cittadella, Emilia Romagna, Italy",44.792419,10.330985,74,51.5,1025.5,24.0,74.0,,12.5,3.0,4.5,,31.6,33.3,
