local date,local time,location,lat,lon,aqi,co,h,no2,o3,p,pm10,pm25,so2,t,w,wg
2020-04-15,23:00:00,"iperoil, Via Cipro, Balduina, Quartiere XIV Trionfale, Roma, Roma Capitale, 00165, Italia",41.9071831,12.4466876,28,0.1,53.0,5.5,27.7,1019.8,11.0,25.0,0.6,20.8,4.6,10.6
2020-04-15,23:00:00,"Farmacia, 5, Piazza Benedetto Cairoli, Rione VII Regola, Municipio Roma I, Roma, Roma Capitale, 00186, Italia",41.8932669,12.4753855,26,,53.0,5.1,26.4,1019.8,18.0,21.0,,20.8,4.6,10.6
2020-04-15,23:00:00,"Isidoro e Maria - Pizzeria Friggitoria, Viale Roma, La Pietrara, Le Muratelle, Guidonia Montecelio, Roma Capitale, 00010, Italia",41.9939694,12.7245045,30,,45.7,6.9,28.1,1020.2,12.0,30.0,0.6,17.2,,
2020-04-15,23:00:00,"Via Danimarca, Colle Laghetto, Guidonia Montecelio, Roma Capitale, 00012, Italia",41.9644063,12.6684397,30,,43.7,6.9,28.1,1021.6,10.0,30.0,0.6,18.3,2.7,7.0
2020-04-15,23:00:00,"Scuola di equitazione, Viale Alexander Dubcek, Quartiere II Parioli, Roma, Roma Capitale, 00199, Italia",41.9328321,12.5012473,30,0.1,53.0,6.9,29.7,1019.8,10.0,21.0,0.6,20.8,4.6,10.6
2020-04-15,23:00:00,"Libera Università Internazionale degli Studi Sociali (LUISS) Guido Carli, Via Panama, Municipio Roma II, Roma, Roma Capitale, 00197, Italia",41.9248746,12.4934413,38,0.1,53.0,1.4,25.2,1019.8,14.0,38.0,0.6,20.8,4.6,10.6
2020-04-15,23:00:00,"Via Latina, Colleferro Scalo, Colleferro, Roma Capitale, 00034, Italia",41.7272528,13.0037837,34,0.1,49.5,4.2,26.0,1022.6,12.0,34.0,0.2,16.5,5.2,12.7
2020-04-15,23:00:00,"Via Limosano, Municipio Roma IV, Zona VI Settecamini, Roma Capitale, 00115, Italia",41.9363397,12.6544146,28,,45.7,5.5,28.1,1020.2,11.0,25.0,0.6,17.2,,
2020-04-15,23:00:00,"Via Valentino Cigliutti, Municipio Roma XII, Roma, Roma Capitale, Italia",41.883706,12.3337009,38,0.1,53.0,2.8,29.7,1019.8,14.0,38.0,0.4,20.8,4.6,10.6
