local date,local time,location,lat,lon,aqi,co,h,no2,o3,p,pm10,pm25,so2,t,w,wg
2020-04-28,23:00:00,"iperoil, Via Cipro, Balduina, Quartiere XIV Trionfale, Roma, Roma Capitale, 00165, Italia",41.9071831,12.4466876,30,0.1,68.7,6.4,21.2,1009.6,10.0,30.0,0.2,20.2,4.0,12.7
2020-04-28,23:00:00,"Farmacia, 5, Piazza Benedetto Cairoli, Rione VII Regola, Municipio Roma I, Roma, Roma Capitale, 00186, Italia",41.8932669,12.4753855,38,,68.7,6.0,19.9,1009.6,9.0,38.0,,20.2,4.0,12.7
2020-04-28,23:00:00,"Isidoro e Maria - Pizzeria Friggitoria, Viale Roma, La Pietrara, Le Muratelle, Guidonia Montecelio, Roma Capitale, 00010, Italia",41.9939694,12.7245045,34,,72.0,6.9,21.2,1011.2,12.0,34.0,0.5,18.8,3.5,7.5
2020-04-28,23:00:00,"Via Danimarca, Colle Laghetto, Guidonia Montecelio, Roma Capitale, 00012, Italia",41.9644063,12.6684397,42,,72.0,9.2,21.2,1011.2,15.0,42.0,0.5,18.8,3.5,7.5
2020-04-28,23:00:00,"Scuola di equitazione, Viale Alexander Dubcek, Quartiere II Parioli, Roma, Roma Capitale, 00199, Italia",41.9328321,12.5012473,34,0.1,68.7,9.2,19.1,1009.6,12.0,34.0,0.2,20.2,4.0,12.7
2020-04-28,23:00:00,"Libera Università Internazionale degli Studi Sociali (LUISS) Guido Carli, Via Panama, Municipio Roma II, Roma, Roma Capitale, 00197, Italia",41.9248746,12.4934413,25,0.1,68.7,2.3,19.9,1009.6,10.0,25.0,0.2,20.2,4.0,12.7
2020-04-28,23:00:00,"Via Latina, Colleferro Scalo, Colleferro, Roma Capitale, 00034, Italia",41.7272528,13.0037837,38,0.1,79.0,3.2,26.0,1012.2,20.0,38.0,0.2,16.1,4.5,12.0
2020-04-28,23:00:00,"Via Limosano, Municipio Roma IV, Zona VI Settecamini, Roma Capitale, 00115, Italia",41.9363397,12.6544146,42,,72.0,3.2,21.2,1011.2,11.0,42.0,0.5,18.8,3.5,7.5
2020-04-28,23:00:00,"Via Valentino Cigliutti, Municipio Roma XII, Roma, Roma Capitale, Italia",41.883706,12.3337009,38,0.1,68.7,3.2,22.4,1009.6,14.0,38.0,0.3,20.2,4.0,12.7
