local date,local time,location,lat,lon,aqi,co,h,no2,o3,p,pm10,pm25,so2,t,w,wg
2020-04-04,23:00:00,"iperoil, Via Cipro, Balduina, Quartiere XIV Trionfale, Roma, Roma Capitale, 00165, Italia",41.9071831,12.4466876,55,0.1,33.1,7.4,30.5,1015.1,16.0,55.0,0.5,18.8,3.8,10.8
2020-04-04,23:00:00,"Farmacia, 5, Piazza Benedetto Cairoli, Rione VII Regola, Municipio Roma I, Roma, Roma Capitale, 00186, Italia",41.8932669,12.4753855,50,,33.1,9.2,26.9,1015.0,18.0,50.0,,18.8,3.8,10.8
2020-04-04,23:00:00,"Isidoro e Maria - Pizzeria Friggitoria, Viale Roma, La Pietrara, Le Muratelle, Guidonia Montecelio, Roma Capitale, 00010, Italia",41.9939694,12.7245045,57,,32.3,5.5,31.3,1015.7,18.0,57.0,0.4,17.7,,
2020-04-04,23:00:00,"Via Danimarca, Colle Laghetto, Guidonia Montecelio, Roma Capitale, 00012, Italia",41.9644063,12.6684397,53,,34.6,6.9,31.3,1017.2,17.0,53.0,0.7,17.9,4.3,9.6
2020-04-04,23:00:00,"Scuola di equitazione, Viale Alexander Dubcek, Quartiere II Parioli, Roma, Roma Capitale, 00199, Italia",41.9328321,12.5012473,55,0.1,33.1,12.4,27.3,1015.1,17.0,55.0,0.4,18.8,3.8,10.8
2020-04-04,23:00:00,"Libera Università Internazionale degli Studi Sociali (LUISS) Guido Carli, Via Panama, Municipio Roma II, Roma, Roma Capitale, 00197, Italia",41.9248746,12.4934413,57,0.1,33.1,2.3,28.9,1015.1,16.0,57.0,0.5,18.8,3.8,10.8
2020-04-04,23:00:00,"Via Latina, Colleferro Scalo, Colleferro, Roma Capitale, 00034, Italia",41.7272528,13.0037837,78,0.1,29.5,5.1,26.0,1017.7,25.0,78.0,0.2,16.6,4.5,12.0
2020-04-04,23:00:00,"Via Limosano, Municipio Roma IV, Zona VI Settecamini, Roma Capitale, 00115, Italia",41.9363397,12.6544146,59,,32.3,6.4,31.3,1015.7,20.0,59.0,0.7,17.7,,
2020-04-04,23:00:00,"Via Valentino Cigliutti, Municipio Roma XII, Roma, Roma Capitale, Italia",41.883706,12.3337009,57,0.1,33.1,3.7,33.3,1015.1,17.0,57.0,0.3,18.8,3.8,10.8
