local date,local time,city,lat,lon,aqi,h,p,pm10,pm25,so2,t,w,wg,co,no2,o3,dew,r
2020-03-18,23:00:00,"Monza Machiavelli, Lombardia, Italy",45.574117,9.263808,107,92.0,1020.7,43.0,107.0,2.6,5.0,1.5,2.5,0.1,36.6,45.9,,
2020-03-18,23:00:00,"Mantova S.Agnese, Lombardia, Italy",45.16057658,10.79557331,112,87.0,1022.4,51.0,112.0,,7.7,1.7,0.5,0.1,34.3,10.2,,
2020-03-19,23:00:00,"Timavo, Emilia Romagna, Italy",44.69955,10.622759,85,71.0,1023.7,36.0,85.0,,13.8,0.5,3.0,0.1,43.9,40.3,,
2020-03-18,23:00:00,"Merate , Lombardia, Italy",45.69795956,9.40619194,85,87.0,1022.1,37.0,85.0,,6.6,0.2,,0.1,31.6,45.1,,
2020-03-19,23:00:00,"Franchini-angeloni, Emilia Romagna, Italy",44.141382,12.244744,35,65.0,1021.4,35.0,154.0,,15.5,0.5,3.5,0.1,16.5,37.4,,
2020-03-20,18:00:00,"Battipaglia parco fiume, Battipaglia, Campania, Italy",40.61107,14.97584,47,1.0,1018.5,15.0,54.0,2.6,0.5,803.0,803.0,,5.1,46.7,,
2020-03-19,23:00:00,"San Leo, Emilia Romagna, Italy",43.907219,12.401233,122,58.0,1022.2,19.0,122.0,,15.5,1.0,4.0,,3.7,47.2,,
2020-03-20,18:00:00,"Ospedale Santobono, Napoli, Campania, Italy",40.84936,14.23111,-,71.0,1021.0,40.0,,,14.4,1.0,,,8.7,,,
2020-03-16,23:00:00,"A2A Via Natisone, Gorizia, Friuli Venezia Giulia, Italy",45.805178,13.522052,-,64.5,1023.0,10.0,38.0,0.1,15.5,2.3,9.7,,,,9.0,
2020-03-19,23:00:00,"Parco Edilcarani, Emilia Romagna, Italy",44.540382385,10.792358398,61,54.5,1018.6,24.0,61.0,,13.8,3.1,0.6,,29.8,40.3,,
2020-03-19,23:00:00,"Colleferro Europa, Roma, Lazio, Italy",41.7272528,13.0037837,107,68.6,1022.9,43.0,107.0,0.2,10.5,1.0,1.2,0.1,8.3,26.0,,
2020-03-19,23:00:00,"S. Lazzaro, Emilia Romagna, Italy",44.689042,10.663591,85,54.5,1018.6,34.0,85.0,,13.8,3.1,0.6,0.1,27.0,40.3,,
2020-03-19,23:00:00,"Cavaliere, Roma, Lazio, Italy",41.9363397,12.6544146,85,47.6,1019.7,31.0,85.0,0.2,17.0,,,,11.9,22.4,,
2020-03-19,23:00:00,"Ceno, Emilia Romagna, Italy",45.054420471,9.726859093,104,67.7,1017.9,40.0,104.0,,12.9,,,0.1,38.9,37.0,,
2020-03-18,23:00:00,"Cremona Cadorna, Lombardia, Italy",45.13195042,10.01574064,114,75.0,1019.7,50.0,114.0,1.1,8.8,0.3,0.5,0.1,37.5,,,
2020-03-19,23:00:00,"A2A Fossalon, Gorizia, Friuli Venezia Giulia, Italy",45.731622,13.486356,57,64.5,1023.0,17.0,57.0,1.3,15.5,2.3,9.7,,,,9.0,
2020-03-19,23:00:00,"Cassana, Emilia Romagna, Italy",44.849548,11.562287,102,87.0,1022.6,41.0,102.0,,10.0,1.0,,0.1,17.0,44.3,,
2020-03-20,17:00:00,"via flora, Benevento, Campania, Italy",41.13146,14.78938,53,69.1,1021.1,22.0,53.0,,14.9,0.7,2.0,,5.5,,,
2020-03-19,23:00:00,"Giardini Margherita, Emilia Romagna, Italy",44.483628,11.355035,63,59.0,1022.7,24.0,63.0,,16.1,1.0,3.0,0.1,8.7,34.2,,
2020-03-19,23:00:00,"Via Chiarini, Emilia Romagna, Italy",44.500093,11.286065,70,60.0,1022.0,28.0,70.0,,14.5,1.5,,0.1,15.1,39.4,7.0,
2020-03-19,23:00:00,"Latina Scalo, Latina, Lazio, Italy",41.5338395,12.9467669,72,62.2,1020.5,26.0,72.0,0.2,17.5,0.2,2.0,0.1,10.1,30.0,,
