local date,local time,location,lat,lon,aqi,co,h,no2,o3,p,pm10,pm25,so2,t,w,wg
2020-05-10,23:00:00,"iperoil, Via Cipro, Balduina, Quartiere XIV Trionfale, Roma, Roma Capitale, 00165, Italia",41.9071831,12.4466876,30,0.1,50.5,8.7,26.4,1005.2,11.0,30.0,0.5,25.0,5.5,11.0
2020-05-10,23:00:00,"Farmacia, 5, Piazza Benedetto Cairoli, Rione VII Regola, Municipio Roma I, Roma, Roma Capitale, 00186, Italia",41.8932669,12.4753855,34,,50.5,4.2,28.1,1005.2,15.0,34.0,,25.0,5.5,11.0
2020-05-10,23:00:00,"Isidoro e Maria - Pizzeria Friggitoria, Viale Roma, La Pietrara, Le Muratelle, Guidonia Montecelio, Roma Capitale, 00010, Italia",41.9939694,12.7245045,46,,56.0,6.9,32.5,1007.1,14.0,46.0,0.3,23.3,5.0,12.0
2020-05-10,23:00:00,"Via Danimarca, Colle Laghetto, Guidonia Montecelio, Roma Capitale, 00012, Italia",41.9644063,12.6684397,33,,56.0,9.6,32.5,1007.1,12.0,25.0,0.3,23.3,5.0,12.0
2020-05-10,23:00:00,"Scuola di equitazione, Viale Alexander Dubcek, Quartiere II Parioli, Roma, Roma Capitale, 00199, Italia",41.9328321,12.5012473,46,0.1,50.5,9.6,30.1,1005.2,17.0,46.0,0.5,25.0,5.5,11.0
2020-05-10,23:00:00,"Libera Università Internazionale degli Studi Sociali (LUISS) Guido Carli, Via Panama, Municipio Roma II, Roma, Roma Capitale, 00197, Italia",41.9248746,12.4934413,38,0.1,50.5,1.4,26.9,1005.2,13.0,38.0,0.5,25.0,5.5,11.0
2020-05-10,23:00:00,"Via Latina, Colleferro Scalo, Colleferro, Roma Capitale, 00034, Italia",41.7272528,13.0037837,46,0.1,64.6,3.7,26.0,1008.8,17.0,46.0,0.2,19.5,4.6,10.8
2020-05-10,23:00:00,"Via Limosano, Municipio Roma IV, Zona VI Settecamini, Roma Capitale, 00115, Italia",41.9363397,12.6544146,42,,56.0,4.2,32.5,1007.1,15.0,42.0,0.3,23.3,5.0,12.0
2020-05-10,23:00:00,"Via Valentino Cigliutti, Municipio Roma XII, Roma, Roma Capitale, Italia",41.883706,12.3337009,42,0.1,50.5,3.2,32.5,1005.2,14.0,42.0,0.3,25.0,5.5,11.0
