local date,local time,location,lat,lon,aqi,co,h,no2,o3,p,pm10,pm25,so2,t,w,wg
2020-03-31,23:00:00,"iperoil, Via Cipro, Balduina, Quartiere XIV Trionfale, Roma, Roma Capitale, 00165, Italia",41.9071831,12.4466876,46,0.1,51.5,5.5,20.8,1011.7,15.0,46.0,0.2,13.0,6.5,13.0
2020-03-31,23:00:00,"Farmacia, 5, Piazza Benedetto Cairoli, Rione VII Regola, Municipio Roma I, Roma, Roma Capitale, 00186, Italia",41.8932669,12.4753855,19,,51.5,8.7,17.1,1011.7,19.0,9.0,,13.0,6.5,13.0
2020-03-31,23:00:00,"Isidoro e Maria - Pizzeria Friggitoria, Viale Roma, La Pietrara, Le Muratelle, Guidonia Montecelio, Roma Capitale, 00010, Italia",41.9939694,12.7245045,34,,55.0,6.0,18.7,1011.7,15.0,34.0,0.3,10.5,,
2020-03-31,23:00:00,"Via Danimarca, Colle Laghetto, Guidonia Montecelio, Roma Capitale, 00012, Italia",41.9644063,12.6684397,42,,54.0,6.9,18.7,1013.3,20.0,42.0,0.3,11.1,1.0,4.5
2020-03-31,23:00:00,"Scuola di equitazione, Viale Alexander Dubcek, Quartiere II Parioli, Roma, Roma Capitale, 00199, Italia",41.9328321,12.5012473,34,0.1,33.0,10.1,17.5,1012.6,16.0,34.0,0.2,12.2,5.6,14.0
2020-03-31,23:00:00,"Libera Università Internazionale degli Studi Sociali (LUISS) Guido Carli, Via Panama, Municipio Roma II, Roma, Roma Capitale, 00197, Italia",41.9248746,12.4934413,46,0.1,51.5,3.2,19.9,1011.7,14.0,46.0,0.2,13.0,6.5,13.0
2020-03-31,23:00:00,"Via Latina, Colleferro Scalo, Colleferro, Roma Capitale, 00034, Italia",41.7272528,13.0037837,63,0.1,30.7,5.1,26.0,1014.3,24.0,63.0,0.2,9.4,4.2,12.0
2020-03-31,23:00:00,"Via Limosano, Municipio Roma IV, Zona VI Settecamini, Roma Capitale, 00115, Italia",41.9363397,12.6544146,46,,56.0,5.5,18.7,1011.7,14.0,46.0,0.3,10.5,,
2020-03-31,23:00:00,"Via Valentino Cigliutti, Municipio Roma XII, Roma, Roma Capitale, Italia",41.883706,12.3337009,55,0.1,51.5,3.7,22.8,1011.7,19.0,55.0,0.2,13.0,6.5,13.0
