local date,local time,location,lat,lon,aqi,co,h,no2,o3,p,pm10,pm25,so2,t,w,wg
2020-04-06,23:00:00,"iperoil, Via Cipro, Balduina, Quartiere XIV Trionfale, Roma, Roma Capitale, 00165, Italia",41.9071831,12.4466876,63,0.1,55.1,4.6,32.9,1023.3,18.0,63.0,1.3,16.1,0.1,2.9
2020-04-06,23:00:00,"Farmacia, 5, Piazza Benedetto Cairoli, Rione VII Regola, Municipio Roma I, Roma, Roma Capitale, 00186, Italia",41.8932669,12.4753855,55,,55.1,5.5,29.3,1023.3,19.0,55.0,,16.1,0.1,2.9
2020-04-06,23:00:00,"Isidoro e Maria - Pizzeria Friggitoria, Viale Roma, La Pietrara, Le Muratelle, Guidonia Montecelio, Roma Capitale, 00010, Italia",41.9939694,12.7245045,68,,44.1,3.2,32.9,1023.4,16.0,68.0,0.5,16.2,,
2020-04-06,23:00:00,"Via Danimarca, Colle Laghetto, Guidonia Montecelio, Roma Capitale, 00012, Italia",41.9644063,12.6684397,68,,52.3,5.5,32.9,1025.2,20.0,68.0,0.5,15.2,1.5,4.0
2020-04-06,23:00:00,"Scuola di equitazione, Viale Alexander Dubcek, Quartiere II Parioli, Roma, Roma Capitale, 00199, Italia",41.9328321,12.5012473,55,0.1,55.1,8.7,32.5,1023.3,19.0,55.0,1.3,16.1,0.1,2.9
2020-04-06,23:00:00,"Libera Università Internazionale degli Studi Sociali (LUISS) Guido Carli, Via Panama, Municipio Roma II, Roma, Roma Capitale, 00197, Italia",41.9248746,12.4934413,65,0.1,55.1,1.9,28.5,1023.3,17.0,65.0,1.3,16.1,0.1,2.9
2020-04-06,23:00:00,"Via Latina, Colleferro Scalo, Colleferro, Roma Capitale, 00034, Italia",41.7272528,13.0037837,74,0.1,42.8,5.1,26.0,1026.1,23.0,74.0,0.2,15.1,3.4,9.6
2020-04-06,23:00:00,"Via Limosano, Municipio Roma IV, Zona VI Settecamini, Roma Capitale, 00115, Italia",41.9363397,12.6544146,65,,44.1,5.1,32.9,1023.4,20.0,65.0,0.5,16.2,,
2020-04-06,23:00:00,"Via Valentino Cigliutti, Municipio Roma XII, Roma, Roma Capitale, Italia",41.883706,12.3337009,65,0.1,55.1,2.3,31.3,1023.3,20.0,65.0,0.2,16.1,0.1,2.9
