local date,local time,location,lat,lon,aqi,h,p,pm10,pm25,so2,t,w,wg,co,no2,o3,dew,r
2020-03-21,23:00:00,"Parcheggio caserma I. Vian, Via Vecchia di Borgo San Dalmazzo, Cuneo, Piemonte, 12100, Italia",44.3703176,7.5251893,70,61.3,1018.2,,70.0,,5.5,1.0,3.6,0.1,,,,
2020-03-23,16:00:00,"Vico I Gagliardi, Municipalità 3, Napoli, Campania, 80137, Italia",40.85419,14.25133,58,56.2,1019.2,21.0,58.0,,5.7,6.0,,2.8,4.1,,,
2020-03-21,23:00:00,"Bretella Treviglio-Casirate, Casirate d'Adda, Bergamo, Lombardia, 24047, Italia",45.49822794,9.55624181,82,46.0,1028.5,30.0,82.0,,5.0,2.0,,,10.6,45.5,-5.5,
2020-03-21,23:00:00,"Villa Sandi, Via Sandi, Zona Industriale 2, Casa Engandina, Fiorano Modenese, Unione dei comuni del Distretto Ceramico, Modena, Emilia-Romagna, 41042, Italia",44.542152405,10.819877625,23,85.2,1014.6,23.0,68.0,,9.0,5.2,9.0,,13.3,31.7,,
2020-03-21,23:00:00,"via C. Battisti, Spinadesco, Cremona, Lombardia, 26028, Italia",45.15047339,9.93059842,89,34.2,1026.0,30.0,89.0,,7.0,2.7,9.0,,13.3,44.3,,
2020-03-21,23:00:00,"Via Padre Sergio Mossoni, Darfo Boario Terme, Comunità montana della valle Camonica, Brescia, Lombardia, 25041, Italia",45.87460256,10.17736553,72,55.3,1026.7,22.0,72.0,,5.0,5.0,9.8,,7.4,48.0,,
2020-03-22,23:00:00,"Via Cassia, Chiusarelle, Acquapendente, Viterbo, Lazio, 01021, Italia",42.7477229,11.8630202,57,54.0,1022.0,18.0,57.0,0.5,6.1,12.0,30.0,0.1,1.9,29.7,,
2020-03-23,16:00:00,"Via Appia, San Vitaliano, Napoli, Campania, 80023, Italia",40.92431,14.48133,36,51.3,1020.3,32.0,58.0,3.2,5.9,10.0,21.7,,3.0,36.3,,
2020-03-21,23:00:00,"Villa Zorn, 113, Via Cesare da Sesto, Rondò, Torretta, Sesto San Giovanni, Milano, Lombardia, 20099, Italia",45.53476819,9.23610903,70,48.0,1027.0,,70.0,,5.5,,,0.1,23.8,,,
2020-03-21,23:00:00,"9, Via Malvista, Ponte dei Rossi, Mirandola, Unione Comuni Modenesi Area Nord, Modena, Emilia-Romagna, Italia",44.928769,11.178946,102,62.5,1019.6,37.0,102.0,,10.8,16.8,22.6,0.1,9.6,39.8,,
2020-03-22,23:00:00,"Casanova Madonna della Strada, Leonessa, Rieti, Lazio, Italia",42.5660721,12.962445,61,45.0,1015.0,18.0,61.0,0.4,-5.0,5.6,13.8,0.1,1.4,38.6,-15.0,
2020-03-21,23:00:00,"Via delle Caselle, Albarola, Sant'Andrea, Lodi, Lombardia, 26900, Italia",45.30278678,9.49528589,87,49.3,1026.6,35.0,87.0,,6.6,1.5,12.6,,22.9,42.3,,
2020-03-22,23:00:00,"Via Danimarca, Colle Laghetto, Guidonia Montecelio, Roma Capitale, Lazio, 00012, Italia",41.9644063,12.6684397,76,33.0,1016.6,30.0,76.0,0.4,10.5,12.0,23.0,,6.4,24.8,,
2020-03-21,23:00:00,"188c, Via Remesina Interna, Il Borgo, Cibeno Pile, Carpi, Unione delle Terre d'Argine, Modena, Emilia-Romagna, 41012, Italia",44.800377,10.884255,37,65.5,1020.4,28.0,112.0,,11.6,5.0,12.5,,12.8,37.0,,
2020-03-22,23:00:00,"30, Via Orlando Zanchini, Cotogni, Forlì, Unione di Comuni della Romagna Forlivese, Forlì-Cesena, Emilia-Romagna, 47100, Italia",44.215153,12.04816,53,38.0,1027.2,17.0,53.0,,5.5,6.5,10.5,0.1,3.7,29.3,,
2020-03-21,23:00:00,"7, Piazzale Antonio Rosmini, Città Nuova-Barriera Nuova-San Vito-Città Vecchia, Trieste / Trst, UTI Giuliana / Julijska MTU, Friuli Venezia Giulia, 34143, Italia",45.640486,13.766081,72,27.0,1027.6,26.0,72.0,0.7,8.2,2.5,,,,,-9.7,99.6
2020-03-21,23:00:00,"Via Curtatone e Montanara, Barco, Ferrara, Emilia-Romagna, 44121, Italia",44.85998,11.61,93,51.6,1019.0,30.0,93.0,,11.4,2.0,,0.1,8.3,41.1,,
2020-03-22,23:00:00,"SP72, Malcantone, Torrile, Emilia-Romagna, 43056, Italia",44.890934,10.399611,53,87.0,1008.7,18.0,53.0,5.1,7.7,,0.1,,3.7,32.1,,
2020-03-22,23:00:00,"051 Zerocinquantuno, 236, Via Emilia, Cicogna, San Lazzaro di Savena, Bologna, Emilia-Romagna, 40068, Italia",44.467189,11.416601,42,46.5,1026.0,25.0,42.0,,3.8,5.5,10.5,0.1,4.2,21.6,,
2020-03-22,23:00:00,"Piazza Marconi, Regina Pacis, Rieti, Lazio, Italia",42.404509,12.8567281,61,45.0,1015.0,20.0,61.0,0.4,-5.0,5.6,13.8,0.1,0.5,30.1,-15.0,
2020-03-21,23:00:00,"Scuola Primaria ""Aldo Mei"", Via Pietro Mascagni, Beinasco, Torino, Piemonte, 10092, Italia",45.0305638,7.595251,76,48.2,1026.1,,76.0,,6.8,7.8,13.1,,,,,
2020-03-21,23:00:00,"44, Via Predil, Rivabella, Covignano, Rimini, Emilia-Romagna, 47921, Italia",44.064308167,12.552490234,80,66.0,1018.0,30.0,80.0,,12.0,5.1,,,14.2,36.6,6.0,
2020-03-22,23:00:00,"Scuola di equitazione, Viale Alexander Dubcek, Quartiere II Parioli, Roma, Roma Capitale, Lazio, 00199, Italia",41.9328321,12.5012473,82,31.5,1015.0,31.0,82.0,0.3,12.5,10.0,21.1,0.1,8.3,23.2,,
2020-03-22,23:00:00,"Badia di Santa Maria della Neve, Strada della Badia, Vigatto, Langhirano, Emilia-Romagna, 43037, Italia",44.658226,10.289367,53,87.0,1008.7,20.0,53.0,,7.7,,0.1,,6.9,28.5,,
2020-03-21,23:00:00,"Modena-Bastiglia, Albareto, Crocetta-San Lazzaro-Modena Est, Modena, Emilia-Romagna, 41122, Italia",44.670378,10.9623,82,85.2,1014.6,31.0,82.0,,9.0,5.2,9.0,,11.0,33.3,,
2020-03-22,23:00:00,"Prato Novello, Alto Reno Terme, Unione dell'Alto Reno, Bologna, Emilia-Romagna, 40042, Italia",44.14044,10.917166,34,33.5,1019.0,21.0,34.0,,2.3,4.8,14.9,,3.7,17.5,,
2020-03-23,17:00:00,"Ottati, Salerno, Campania, 84020, Italia",40.470596,15.298722999999995,7,1.0,1015.8,25.0,70.0,0.1,0.5,,,7.3,2.1,,,
2020-03-22,23:00:00,"47, Via Cicognaia, Savignano di Rigo, Sogliano al Rubicone, Unione Rubicone e mare, Forlì-Cesena, Emilia-Romagna, 47863, Italia",43.927406,12.224794,42,50.5,1027.7,10.0,85.0,,1.6,5.5,18.0,,4.2,41.5,,
2020-03-21,23:00:00,"Via Caduti del Lavoro, Calusco d'Adda, Bergamo, Lombardia, 24039, Italia",45.69043647,9.48426111,59,57.0,1029.6,21.0,59.0,1.1,3.3,0.5,0.5,0.1,6.9,42.3,,
2020-03-22,23:00:00,"Via di Paganico, Tassignano, Capannori, Lucca, Toscana, 55012, Italia",43.838363142651,10.573105456095,82,24.0,1024.4,29.0,82.0,1.4,9.7,15.4,18.4,,9.6,,,
2020-03-23,17:00:00,"Via Piave, Ponticelli, Contrada Bagnoli, Avellino, Campania, 83100, Italia",40.91882,14.78553,-,49.6,1019.9,37.0,88.0,,6.8,9.0,18.6,2.8,2.6,,,
2020-03-20,23:00:00,"Via degli Ospedalieri, Zaist, Cremona, Lombardia, 26100, Italia",45.14254358,10.04384767,107,34.2,1026.0,52.0,107.0,1.1,7.0,2.7,9.0,0.1,27.5,37.8,,
2020-03-22,23:00:00,"Porto di Trieste, Androna Sant'Eufemia, Città Nuova-Barriera Nuova-San Vito-Città Vecchia, Trieste / Trst, UTI Giuliana / Julijska MTU, Friuli Venezia Giulia, 34123, Italia",45.62420762,13.78026035,25,14.0,1027.0,8.0,25.0,1.1,8.3,12.0,16.0,,,,,
2020-03-22,23:00:00,"Cittadella playground, Via Passo Buole, Cittadella, Parma, Emilia-Romagna, 43121, Italia",44.792419,10.330985,55,87.0,1008.7,23.0,55.0,,7.7,,0.1,,4.2,26.9,,
2020-03-22,23:00:00,"Libera Università Internazionale degli Studi Sociali (LUISS) Guido Carli, Via Panama, Municipio Roma II, Roma, Roma Capitale, Lazio, 00197, Italia",41.9248746,12.4934413,82,31.5,1015.0,33.0,82.0,0.3,12.5,10.0,21.1,0.1,4.6,23.2,,
2020-03-22,23:00:00,"Liceo Classico J. Stellini, Via Benedetto Cairoli, Borgo Pracchiuso, Casali Osellin, Udine, UTI del Friuli Centrale, Friuli Venezia Giulia, 33100, Italia",46.06611716,13.2406876,17,24.0,1027.8,8.0,17.0,1.3,6.7,4.6,9.6,,,,,
2020-03-21,23:00:00,"11, Via Alberto Artioli, Villaggio Zeta, San Faustino-Madonnina-Quattroville, Modena, Emilia-Romagna, 41124, Italia",44.636985,10.905724,27,85.2,1014.6,27.0,93.0,,9.0,5.2,9.0,,17.0,33.3,,
2020-03-22,23:00:00,"Mariottini, Via Ristoro d'Arezzo, Arezzo, Colle di Santa Maria, Arezzo, Toscana, 52100, Italia",43.458591187681,11.888247347751,55,37.1,,17.0,55.0,,4.2,5.6,17.2,,5.5,,,
2020-03-21,23:00:00,"Via Verra, Madonna delle Grazie, Bettole, Trecate, Novara, Piemonte, 28069, Italia",45.4371054,8.7452213,80,56.7,1026.6,,80.0,,5.9,6.2,13.5,,,,,
2020-03-21,23:00:00,"12, Via Luigi Cavalchi, Ponte Nuovo, Ravenna, Emilia-Romagna, 48121, Italia",44.427783966,12.186494827,33,75.0,1019.5,33.0,102.0,5.1,11.2,11.5,15.8,0.1,12.4,40.7,,
2020-03-22,23:00:00,"Via di Villa Guglielmi, Isola Sacra, Fiumicino, Roma Capitale, Lazio, 00121, Italia",41.7702662,12.2366768,85,28.5,1018.5,30.0,85.0,0.6,12.5,8.7,,0.1,8.3,27.7,-5.0,
2020-03-23,17:00:00,"CAM Casoria Contemporary Art Museum, 63, Via Duca d'Aosta, Arpino, Casoria, Napoli, Campania, 80031, Italia",40.91463,14.29866,28,45.0,1019.0,35.0,86.0,,7.0,6.6,10.8,,2.4,27.8,-4.0,
2020-03-21,23:00:00,"66/A, Via Edoardo Rubino, Centro Europa, Mirafiori Nord, Torino, Piemonte, 10137, Italia",45.0402149,7.6227648,76,61.2,1022.7,,76.0,,6.9,4.7,15.2,,,,,
2020-03-21,23:00:00,"27, Via Molino Bianco, Verucchio, Unione di comuni Valmarecchia, Rimini, Emilia-Romagna, 47827, Italia",44.013877,12.420964,99,85.5,1017.6,20.0,99.0,,8.1,2.0,7.7,,6.0,40.7,,
2020-03-21,23:00:00,"Varco ZTL, Via Andrea Verga, Geromina, Treviglio, Bergamo, Lombardia, 24047, Italia",45.51933533,9.59201917,65,46.0,1028.5,30.0,65.0,0.6,5.0,2.0,,0.1,16.5,,-5.5,
2020-03-21,23:00:00,"11, Via Madonnina, San Rocco, Guastalla, Bassa Reggiana, Reggio nell'Emilia, Emilia-Romagna, 42016, Italia",44.873727,10.664777,87,65.5,1020.4,33.0,87.0,,11.6,5.0,12.5,0.1,6.0,39.4,,
2020-03-22,23:00:00,"Via Vittor Pisani, Fontanini, Viareggio, Unione dei comuni della Versilia, Lucca, Toscana, 55043, Italia",43.881437296938,10.244316772468,76,22.5,1022.7,26.0,76.0,,12.1,9.3,12.5,,8.3,,,
2020-03-22,23:00:00,"Via Amerigo Vespucci, Montale, Pistoia, Toscana, 51031, Italia",43.913660405481,11.006226278906,57,24.6,1024.2,17.0,57.0,,8.1,8.4,16.0,0.1,4.2,,,
2020-03-21,23:00:00,"Piscina Comunale, Viale 9 febbraio 1849, San Giovanni, San Martino Monte L'Abate, Rimini, Emilia-Romagna, 47900, Italia",44.052101135,12.575679779,35,66.0,1018.0,35.0,91.0,,12.0,5.1,,0.1,12.8,35.4,6.0,
2020-03-22,23:00:00,"Via Paradigna, San Martino, Parma, Emilia-Romagna, 43122, Italia",44.841275,10.344572,50,87.0,1008.7,12.0,50.0,5.1,7.7,,0.1,,3.7,26.9,,
